COUNTRY_CODE,station_count,avg_lat,avg_lon
IO,1,-7.3,72.4
ZI,18,-18.883388888888888,30.018500000000003
PU,2,11.739,-15.5685
NC,2,-21.41685,165.35815
NH,6,-17.19516666666667,168.31300000000002
AL,3,41.61603333333333,19.679066666666667
BU,4,42.89,24.866
SX,1,-54.283,-36.5
LO,6,48.70563333333333,19.2971
GY,2,6.65,-58.2
CJ,1,19.3,-81.3667
DO,1,15.3833,-61.35
GT,1,14.58,-90.52
FP,8,-19.035375,-144.90200000000002
MK,4,41.657525,21.462425000000003
KN,10,39.66066,126.71694
MF,1,-12.805,45.281
KT,1,-10.45,105.683
AC,2,17.125,-61.7833
NS,1,5.453,-55.188
FS,3,-31.938666666666666,58.87766666666667
BX,1,4.944,114.928
SH,3,-18.761233333333333,-12.894333333333334
IZ,1,32.17,46.05
BP,3,-9.061100000000001,159.09466666666665
NF,1,-29.042,167.939
NP,2,27.3415,86.35849999999999
CV,3,16.180333333333333,-23.849666666666668
RI,3,44.488733333333336,20.738899999999997
SN,1,1.35,103.994
BE,1,50.8,4.35
FK,1,-51.823,-58.447
CW,1,-21.203,-159.806
SL,2,8.633500000000002,-12.0835
TN,1,-18.65,-173.983
WQ,1,19.2833,166.65
TE,1,-15.883,54.517
LQ,3,5.877766666666666,-162.0888666666667
ST,2,13.74165,-60.96665
NE,1,-19.083,-169.933
FG,4,4.462249999999999,-53.058249999999994
MV,1,4.2,73.533
GI,1,36.151,-5.35
SV,2,78.175,14.88335
BA,1,26.267,50.65
SE,1,-4.667,55.517
EU,1,-22.333,40.333
GA,1,13.338,-16.652
NN,1,18.041,-63.109
WI,1,23.7,-15.867
MT,1,35.85,14.4831
JU,1,-17.05,42.717
MQ,3,28.205566666666666,-177.3611
RE,1,-20.887,55.51
BH,1,17.539,-88.308
SB,1,46.763,-56.176
MB,2,14.678999999999998,-60.943
MC,1,22.15,113.592
JN,1,70.9331,-8.6667
BB,1,13.067,-59.483
LI,1,6.234,-10.362
CB,1,11.547,104.844
QA,1,25.261,51.565
